Time,lat,lng
2.8232526779174805,42.361763,-71.097328
4.835750102996826,42.361763,-71.097328
6.906376600265503,42.361763,-71.097328
8.935651302337646,42.361763,-71.097328
10.969007730484009,42.361763,-71.097328
12.99287223815918,42.361759,-71.097328
15.02037262916565,42.361755,-71.097328
17.049906492233276,42.361752,-71.097328
19.078152179718018,42.361748,-71.097328
21.103904962539673,42.361744,-71.097321
23.13104820251465,42.36174,-71.097321
25.15225911140442,42.361736,-71.097321
27.175007104873657,42.361725,-71.097305
29.19633173942566,42.361725,-71.09729
31.22048830986023,42.361725,-71.097252
33.24842309951782,42.361732,-71.097221
35.269248723983765,42.36174,-71.097206
37.30300974845886,42.361755,-71.097183
39.33234763145447,42.361778,-71.097168
41.353415727615356,42.361786,-71.097137
43.3878059387207,42.361797,-71.097115
45.411996603012085,42.361813,-71.097107
47.43547987937927,42.361816,-71.097084
49.4672212600708,42.361813,-71.097069
51.49367618560791,42.36182,-71.097038
53.51786708831787,42.361824,-71.097008
55.54059910774231,42.361824,-71.096977
57.56002974510193,42.36182,-71.096954
59.58412742614746,42.361832,-71.096939
61.598246812820435,42.361851,-71.096931
63.61577272415161,42.361874,-71.096924
65.63887214660645,42.361885,-71.096924
67.66085124015808,42.361916,-71.096924
69.69030523300171,42.361946,-71.096931
71.71447014808655,42.362003,-71.096931
73.73971176147461,42.362026,-71.096924
75.75962591171265,42.362049,-71.096909
77.78650116920471,42.362072,-71.096893
79.8098464012146,42.362099,-71.096886
81.83265829086304,42.362118,-71.096878
83.86000871658325,42.362144,-71.096863
85.88555574417114,42.362167,-71.096863
87.90859460830688,42.36219,-71.096855
89.92633414268494,42.362209,-71.09684
91.94261765480042,42.362225,-71.096832
93.97462606430054,42.36224,-71.096825
96.00048184394836,42.362255,-71.096809
98.0353889465332,42.362274,-71.096794
100.06087732315063,42.362297,-71.096786
102.09379839897156,42.362324,-71.096794
104.11686754226685,42.362354,-71.096794
106.13445806503296,42.362385,-71.096802
108.1473274230957,42.362419,-71.096809
110.18162846565247,42.362446,-71.096809
112.20801663398743,42.362476,-71.096809
114.23255753517151,42.362503,-71.096809
116.25807690620422,42.362522,-71.096809
118.28054594993591,42.362553,-71.096817
120.2978823184967,42.362583,-71.096817
122.31770205497742,42.362606,-71.096825
124.34049725532532,42.362633,-71.096825
126.37010598182678,42.362652,-71.096825
128.3980839252472,42.362675,-71.096825
130.42493343353271,42.362694,-71.096832
132.45313501358032,42.36272,-71.096832
134.4755585193634,42.362751,-71.09684
136.50421977043152,42.362762,-71.09684
138.5251452922821,42.362785,-71.09684
140.55640506744385,42.362804,-71.09684
142.58608388900757,42.362831,-71.096832
144.6202392578125,42.362854,-71.096825
146.64374351501465,42.362885,-71.096817
148.66993403434753,42.362911,-71.096809
150.69572567939758,42.362953,-71.096794
152.71149158477783,42.362991,-71.096802
154.73982977867126,42.363018,-71.096825
156.75980877876282,42.363033,-71.096855
158.78692150115967,42.363045,-71.096886
160.8070366382599,42.363052,-71.096916
162.83170342445374,42.36306,-71.096947
164.85655879974365,42.363037,-71.09697
166.87482619285583,42.363037,-71.097
168.90329098701477,42.363033,-71.097031
170.93183302879333,42.363052,-71.097061
172.95674991607666,42.363064,-71.097099
174.98422408103943,42.363083,-71.09713
177.00689220428467,42.363087,-71.09716
179.02431893348694,42.363087,-71.097191
181.0468351840973,42.363091,-71.097221
183.07036113739014,42.363098,-71.097244
185.08554029464722,42.36311,-71.097275
187.11731457710266,42.363117,-71.097298
189.13971614837646,42.363117,-71.097336
191.1636266708374,42.363121,-71.097359
193.19258284568787,42.363132,-71.097389
195.2173569202423,42.363125,-71.09742
197.24085474014282,42.363125,-71.09745
199.27033877372742,42.363121,-71.097488
201.3050775527954,42.363121,-71.097519
203.3332223892212,42.363129,-71.097542
205.36048316955566,42.363132,-71.097572
207.38535165786743,42.363144,-71.09761
209.41085958480835,42.363152,-71.097649
211.43478894233704,42.363159,-71.097679
213.45188093185425,42.363163,-71.09771
215.48271536827087,42.363174,-71.097748
217.51771092414856,42.36319,-71.097778
219.5443913936615,42.363216,-71.097824
221.57366299629211,42.363232,-71.097862
223.5948932170868,42.363239,-71.097893
227.6541976928711,42.363243,-71.098
229.67242169380188,42.363247,-71.098038
231.6941351890564,42.363251,-71.098068
233.71842575073242,42.363251,-71.098099
235.74267649650574,42.363255,-71.098137
237.76515173912048,42.363258,-71.098167
239.79228901863098,42.363258,-71.098206
241.81656217575073,42.363258,-71.098244
243.8338770866394,42.363262,-71.098274
245.85655426979065,42.363266,-71.098312
247.8903362751007,42.36327,-71.098335
249.9135856628418,42.363274,-71.098373
251.9500584602356,42.363274,-71.098404
253.97766637802124,42.363277,-71.098434
256.00234818458557,42.363281,-71.098473
258.0256812572479,42.363293,-71.098511
260.0492513179779,42.3633,-71.098541
262.08227920532227,42.363297,-71.098579
264.1054244041443,42.363285,-71.09861
266.13173484802246,42.363293,-71.098648
268.1615834236145,42.3633,-71.098686
270.1919357776642,42.363312,-71.098724
272.2079083919525,42.363319,-71.098763
274.2276473045349,42.363335,-71.098793
276.2546055316925,42.363342,-71.098831
278.28244733810425,42.36335,-71.098869
280.3116705417633,42.363358,-71.098907
282.3371469974518,42.36335,-71.098938
284.3667199611664,42.363361,-71.098976
286.40248823165894,42.363361,-71.099014
288.4304220676422,42.363365,-71.099045
290.455774307251,42.363373,-71.099083
292.482950925827,42.363384,-71.099121
294.50831866264343,42.36338,-71.099152
296.5369715690613,42.363377,-71.099182
298.5617952346802,42.363377,-71.09922
300.58837509155273,42.363373,-71.099251
302.60797214508057,42.36335,-71.099289
304.6408534049988,42.363335,-71.099304
306.6645724773407,42.363308,-71.099312
308.68320202827454,42.363297,-71.099312
310.71671748161316,42.363281,-71.099319
312.74388313293457,42.363258,-71.099327
314.77111649513245,42.363235,-71.09935
316.79768776893616,42.363216,-71.099365
318.8216996192932,42.36319,-71.099388
320.84997391700745,42.363163,-71.099403
322.8777265548706,42.36314,-71.099419
324.90518045425415,42.363117,-71.099442
326.9356441497803,42.363091,-71.099457
328.969034910202,42.363068,-71.099457
330.99489855766296,42.363049,-71.099449
333.02098774909973,42.363026,-71.099442
335.0532886981964,42.363014,-71.099426
337.0800015926361,42.362995,-71.099419
339.09881472587585,42.362976,-71.099403
341.11436581611633,42.362949,-71.099388
343.13502311706543,42.362926,-71.099373
345.1605632305145,42.362911,-71.099358
347.1886422634125,42.3629,-71.099342
349.21175813674927,42.362888,-71.099319
351.24706959724426,42.362873,-71.099304
353.27866792678833,42.362843,-71.099289
355.3026714324951,42.362812,-71.099258
357.32680344581604,42.362782,-71.099228
359.34868693351746,42.362762,-71.099197
361.3733489513397,42.362736,-71.099174
363.3989963531494,42.362705,-71.099136
365.59568214416504,42.362675,-71.099068
367.6259686946869,42.362663,-71.099052
369.64445400238037,42.362656,-71.099045
371.674115896225,42.362633,-71.09903
373.6948757171631,42.362614,-71.099022
375.7247111797333,42.362606,-71.099007
377.7552959918976,42.362598,-71.098999
379.7875521183014,42.362587,-71.098976
381.8141613006592,42.362579,-71.098961
383.8356456756592,42.362576,-71.098953
385.8608524799347,42.362568,-71.098953
387.8915629386902,42.36256,-71.098946
389.91875743865967,42.362553,-71.098938
391.9441885948181,42.362545,-71.098938
393.97591948509216,42.362541,-71.09893
396.00891375541687,42.362537,-71.09893
398.0448076725006,42.362537,-71.09893
400.0754792690277,42.362526,-71.098923
402.1028206348419,42.362526,-71.098923
404.12801814079285,42.362526,-71.098915
406.1552805900574,42.362522,-71.098915
408.1778612136841,42.362514,-71.0989
410.2110629081726,42.362511,-71.098885
412.2407178878784,42.362511,-71.098885
414.27207922935486,42.362503,-71.098869
416.2949779033661,42.362499,-71.098869
418.34459352493286,42.362492,-71.098869
420.37529373168945,42.362473,-71.098862
422.40849924087524,42.362457,-71.098839
424.44479274749756,42.362457,-71.098793
426.47242856025696,42.362453,-71.098755
428.5108609199524,42.362453,-71.098724
430.54412817955017,42.362457,-71.098694
432.5762765407562,42.362461,-71.098694
434.60884499549866,42.362465,-71.098686
436.64425563812256,42.362469,-71.098694
438.6579439640045,42.362476,-71.098694
440.67770195007324,42.362484,-71.098694
442.7074851989746,42.362492,-71.098701
444.73749923706055,42.362495,-71.098701
446.7601013183594,42.362499,-71.098694
448.77661180496216,42.362499,-71.098694
450.8048372268677,42.362507,-71.098694
452.8445420265198,42.362507,-71.098694
454.87462878227234,42.362511,-71.098701
456.8923921585083,42.362514,-71.098709
458.9231848716736,42.362514,-71.098709
460.95104598999023,42.362511,-71.098717
462.98012113571167,42.362514,-71.098717
465.0014851093292,42.362514,-71.098724
467.02775025367737,42.362514,-71.098724
469.06677532196045,42.362514,-71.098724
471.08642578125,42.362514,-71.098732
473.11412811279297,42.362514,-71.098732
475.1351444721222,42.362518,-71.098732
477.1579427719116,42.362522,-71.09874
479.1853377819061,42.362526,-71.098747
481.20945954322815,42.362534,-71.098747
483.23736929893494,42.362514,-71.098732
485.25903391838074,42.362495,-71.098717
487.2810206413269,42.36248,-71.098701
489.3124566078186,42.362461,-71.098679
491.3376259803772,42.362442,-71.098663
493.3669979572296,42.362423,-71.09864
495.3907632827759,42.362404,-71.098618
497.4091181755066,42.362385,-71.098595
499.4331085681915,42.36237,-71.098572
501.46160411834717,42.362339,-71.098549
503.49315190315247,42.362328,-71.098526
505.52514719963074,42.362293,-71.0984
507.54299783706665,42.362274,-71.098457
509.56360602378845,42.362259,-71.098434
511.5832028388977,42.362244,-71.098412
513.6141786575317,42.362228,-71.098381
515.6400895118713,42.362213,-71.098358
517.6667902469635,42.362198,-71.098335
519.6918277740479,42.362186,-71.098305
521.7217257022858,42.362167,-71.098282
523.7485976219177,42.362156,-71.098251
525.779027223587,42.362148,-71.098213
527.8095445632935,42.362137,-71.09819
529.8384881019592,42.362129,-71.09816
531.8675549030304,42.362118,-71.098129
533.8894293308258,42.362106,-71.098106
535.9161095619202,42.362091,-71.098099
537.9403831958771,42.362083,-71.098099
539.9671669006348,42.362087,-71.098099
541.9961392879486,42.362083,-71.098099
544.0146985054016,42.36208,-71.098083
546.0418145656586,42.362068,-71.098061
548.069629907608,42.362053,-71.09803
550.0829274654388,42.362038,-71.098007
552.1029582023621,42.362026,-71.097977
554.1187741756439,42.362015,-71.097946
556.1388247013092,42.362007,-71.097923
558.1637876033783,42.361992,-71.097923
560.1926827430725,42.361988,-71.097916
562.2205648422241,42.361973,-71.097908
564.2386317253113,42.361961,-71.0979
566.2665994167328,42.361961,-71.097885
568.2872350215912,42.361946,-71.09787
570.3139042854309,42.361927,-71.097847
572.3409714698792,42.361912,-71.097816
574.3678150177002,42.361897,-71.097786
576.3901708126068,42.361874,-71.097763
578.4135570526123,42.361858,-71.09774
580.4360504150391,42.361843,-71.09771
582.4602403640747,42.361828,-71.097679
584.4797093868256,42.361813,-71.097649
586.502965927124,42.361797,-71.097618
588.5237286090851,42.361778,-71.097595
590.5478324890137,42.361759,-71.09758
592.5752921104431,42.36174,-71.097572
594.6020307540894,42.361721,-71.097557
596.6251521110535,42.361694,-71.097542
598.6615135669708,42.361675,-71.097519
600.6829319000244,42.36166,-71.097496
602.7052845954895,42.361645,-71.097473
604.7339453697205,42.361622,-71.097443
606.7513539791107,42.361603,-71.09742
608.7748384475708,42.36158,-71.097397
610.8045179843903,42.361557,-71.097366
612.8327915668488,42.361526,-71.097343
614.8647499084473,42.361511,-71.097313
616.8935334682465,42.361488,-71.097282
618.916809797287,42.361465,-71.097252
620.9439232349396,42.361446,-71.097229
622.9759843349457,42.361416,-71.097214
625.0055150985718,42.361412,-71.097191
627.0229992866516,42.361431,-71.097191
629.0513434410095,42.361454,-71.097191
631.0605382919312,42.361477,-71.097191
633.0859484672546,42.3615,-71.097183
635.1179928779602,42.361526,-71.09716
637.148111820221,42.361553,-71.097153
639.1690375804901,42.361584,-71.097137
641.197847366333,42.361614,-71.097115
643.2197959423065,42.361641,-71.097099
645.2504875659943,42.361671,-71.097092
647.2898995876312,42.361694,-71.097084
649.3158686161041,42.36171,-71.097084
651.3456966876984,42.361732,-71.097084
653.3691883087158,42.361752,-71.097092
655.3954882621765,42.361767,-71.097099
657.4155583381653,42.361782,-71.097107
659.4329400062561,42.36179,-71.097122
661.4569954872131,42.361801,-71.097137
663.4753999710083,42.361813,-71.09716
665.4937362670898,42.361816,-71.097176
667.5159711837769,42.361813,-71.097191
669.5353238582611,42.361816,-71.097214
671.563182592392,42.361824,-71.097229
673.5824077129364,42.361835,-71.097244
675.6018567085266,42.361843,-71.09726
677.6227989196777,42.361855,-71.097282
679.646891117096,42.361858,-71.09729
681.6794319152832,42.361839,-71.097298
683.7013742923737,42.361835,-71.097305
685.7236561775208,42.361832,-71.097305
687.7537853717804,42.361824,-71.097321
689.7751231193542,42.361805,-71.097336
691.8074333667755,42.361797,-71.097343
693.8248064517975,42.36179,-71.097351
695.8600351810455,42.361797,-71.097366
697.8797264099121,42.361824,-71.097366
699.912008523941,42.361847,-71.097397
701.9394917488098,42.361885,-71.097389
703.9744007587433,42.361927,-71.097382
705.9973058700562,42.361954,-71.097374
708.0311107635498,42.361961,-71.097366
710.0456917285919,42.361961,-71.097366
712.058919429779,42.361961,-71.097366
714.0806176662445,42.362,-71.097366
